node_id,x_m,y_m,z_m
151,36.5,0.5,0.0
152,37.0,0.5,0.0
153,37.5,0.5,0.0
154,38.0,0.5,0.0
155,0.0,1.0,0.0
156,0.5,1.0,0.0
157,1.0,1.0,0.0
158,1.5,1.0,0.0
159,2.0,1.0,0.0
160,2.5,1.0,0.0
161,3.0,1.0,0.0
162,3.5,1.0,0.0
163,4.0,1.0,0.0
164,4.5,1.0,0.0
165,5.0,1.0,0.0
166,5.5,1.0,0.0
167,6.0,1.0,0.0
168,6.5,1.0,0.0
169,7.0,1.0,0.0
170,7.5,1.0,0.0
171,8.0,1.0,0.0
172,8.5,1.0,0.0
173,9.0,1.0,0.0
174,9.5,1.0,0.0
175,10.0,1.0,0.0
176,10.5,1.0,0.0
177,11.0,1.0,0.0
178,11.5,1.0,0.0
179,12.0,1.0,0.0
180,12.5,1.0,0.0
181,13.0,1.0,0.0
182,13.5,1.0,0.0
183,14.0,1.0,0.0
184,14.5,1.0,0.0
185,15.0,1.0,0.0
186,15.5,1.0,0.0
187,16.0,1.0,0.0
188,16.5,1.0,0.0
189,17.0,1.0,0.0
190,17.5,1.0,0.0
191,18.0,1.0,0.0
192,18.5,1.0,0.0
193,19.0,1.0,0.0
194,19.5,1.0,0.0
195,20.0,1.0,0.0
196,20.5,1.0,0.0
197,21.0,1.0,0.0
198,21.5,1.0,0.0
199,22.0,1.0,0.0
200,22.5,1.0,0.0
201,23.0,1.0,0.0
202,23.5,1.0,0.0
203,24.0,1.0,0.0
204,24.5,1.0,0.0
205,25.0,1.0,0.0
206,25.5,1.0,0.0
207,26.0,1.0,0.0
208,26.5,1.0,0.0
209,27.0,1.0,0.0
210,27.5,1.0,0.0
211,28.0,1.0,0.0
212,28.5,1.0,0.0
213,29.0,1.0,0.0
214,29.5,1.0,0.0
215,30.0,1.0,0.0
216,30.5,1.0,0.0
217,31.0,1.0,0.0
218,31.5,1.0,0.0
219,32.0,1.0,0.0
220,32.5,1.0,0.0
221,33.0,1.0,0.0
222,33.5,1.0,0.0
223,34.0,1.0,0.0
224,34.5,1.0,0.0
225,35.0,1.0,0.0
226,35.5,1.0,0.0
227,36.0,1.0,0.0
228,36.5,1.0,0.0
229,37.0,1.0,0.0
230,37.5,1.0,0.0
