time_s,Et,n_mp,removed_total,mean_displacement_m,p95_displacement_m,p99_displacement_m,max_displacement_m,mean_speed_mps,p95_speed_mps,max_speed_mps,plastic_fraction_gt_1e4_percent,new_plastic_fraction_gt_1e5_percent,max_delta_plastic_strain,q999_downslope_displacement_m,max_downslope_displacement_m
1.0010000000000001,0.1,3558,12,5.737402654205469e-09,3.1498342720509876e-09,1.1795499742157513e-08,6.319387478170685e-06,1.1474805314185534e-05,6.299668786624851e-06,0.012638774958801325,19.645868465430016,0.0,4.674978841830266e-09,1.2291921872815982e-06,4.5360854912246396e-06
1.002,0.1,3558,12,2.4126360545645227e-08,1.2864926944281927e-08,4.918205875385396e-08,2.048726137234509e-05,3.132800088876283e-05,1.8574601176003197e-05,0.035185251412356115,19.645868465430016,0.0,1.2775290233622751e-08,4.53901877516597e-06,1.4664396125851908e-05
1.003,0.1,3558,12,5.577833929625848e-08,3.131874544500319e-08,1.1985415530302706e-07,4.1490829568757164e-05,5.160039491038058e-05,2.9072670854448756e-05,0.054044333154658654,19.645868465430016,0.0,2.4521578058139988e-08,9.764363253222542e-06,2.9546203244024127e-05
1.0039999999999998,0.1,3558,12,1.0260142568120244e-07,5.827996480510851e-08,2.2208100813879878e-07,6.855775342617579e-05,7.188474425398578e-05,3.770407537536607e-05,0.07013930282024917,19.645868465430016,0.0,3.824540353095367e-08,1.6935788559469997e-05,4.8519290839266205e-05
1.0049999999999997,0.1,3558,12,1.6544547221145262e-07,9.385321189604099e-08,3.498031917566409e-07,0.00010102886804012748,9.180965507272976e-05,4.486558231967158e-05,0.08161819416171683,19.645868465430016,0.0,5.222302024032884e-08,2.5830367357179156e-05,7.10087192423714e-05
1.0059999999999996,0.1,3558,12,2.4255610815179226e-07,1.447389069569232e-07,5.226702081244549e-07,0.00013622527504274915,0.0001121212797725749,5.183651375169222e-05,0.08853387380563524,19.645868465430016,0.0,6.488461178775693e-08,3.635228700854746e-05,9.499351870800865e-05
1.0069999999999995,0.1,3558,12,3.35387603301458e-07,2.0163294213394115e-07,1.0754878892465644e-06,0.0001730281217679227,0.00013164440054438294,6.191898473272794e-05,0.09160314653662502,19.645868465430016,0.0,9.047204377245904e-08,4.955954710132512e-05,0.00011963354447885877
1.0079999999999993,0.1,3558,12,4.434184970120606e-07,2.791020808139798e-07,2.097894521297513e-06,0.00021009677799975574,0.0001510126620082189,7.243513439899235e-05,0.09059050793342453,19.645868465430016,0.0,1.2110184248410654e-07,6.436349420472449e-05,0.00014397670869925605
1.0089999999999992,0.1,3558,12,5.652828163515553e-07,3.638837994977457e-07,3.7429350984003982e-06,0.0002456501606641923,0.00016899209526950837,8.7741860204179e-05,0.08637455180053981,19.645868465430016,0.0,1.546165012770973e-07,8.019592003922088e-05,0.00016680216408104798
1.0099999999999991,0.1,3558,12,7.010682550801485e-07,4.598047690801293e-07,5.761323829433227e-06,0.000278912821989119,0.00018507658384439603,9.948160720044604e-05,0.07976139114345328,19.645868465430016,0.0,1.8970209507581087e-07,9.681117879067473e-05,0.0001876772002411542
1.010999999999999,0.1,3558,12,8.491597301195501e-07,5.638736475081346e-07,7.889357717397953e-06,0.0003089590739614516,0.00019969843874392747,0.00010426978991541487,0.07120666425903478,19.645868465430016,0.0,2.2577117581511989e-07,0.00011371269675511989,0.00020610541714560782
1.011999999999999,0.1,3558,12,1.007937214833743e-06,6.768460550902122e-07,1.1509764039682065e-05,0.00033502513864969256,0.00021193937710033354,0.0001045350016464689,0.07007844504194877,19.645868465430016,0.0,2.6426316125324235e-07,0.00013037847037508904,0.00022173914177869847
1.0129999999999988,0.1,3558,12,1.1762356535677e-06,7.968495693296726e-07,1.5464082334211087e-05,0.0003569442573504377,0.00022206954213918644,0.00011153413438456411,0.06674145799127752,19.645868465430016,0.0,3.002323608550109e-07,0.00014647493508470068,0.00023468352165778583
1.0139999999999987,0.1,3558,12,1.3518984179660756e-06,9.322878246184688e-07,2.126028020262866e-05,0.00037448826459968263,0.00023006208298423066,0.00011406476453345666,0.06135512950929638,19.645868465430016,0.0,3.323696948548307e-07,0.0001615692105367393,0.000244995294046646
1.0149999999999986,0.1,3558,12,1.5331722498913286e-06,1.0537405704083706e-06,2.831359095405883e-05,0.00038769054559169194,0.0002356096222725589,0.00011571793532032445,0.05426019038881303,19.645868465430016,0.0,3.599810609169812e-07,0.00017563374305952276,0.0002528971686217574
1.0159999999999985,0.1,3558,12,1.718501511012895e-06,1.172760038989166e-06,3.635184083390947e-05,0.0003968634167006798,0.00023890616672822524,0.00011670993113286295,0.04588417247219679,19.645868465430016,0.0,3.8223792458145535e-07,0.0001887828470509489,0.00025877453331801803
1.0169999999999983,0.1,3558,12,1.9059809432297525e-06,1.2800726862660019e-06,3.809941440332052e-05,0.00040227572434888253,0.00023990422410604946,0.0001149632719313795,0.03669649199834597,19.645868465430016,0.0,5.091223581431129e-07,0.0001999689658467224,0.0002667262657460867
1.0179999999999982,0.1,3558,12,2.0940022290069572e-06,1.4024844131581296e-06,4.220738996710094e-05,0.0004043655481755452,0.0002387782922715845,0.00010977537900548666,0.02716342410520237,19.645868465430016,0.0,7.762775959095777e-07,0.0002103358414643542,0.0002778403766825477
1.0189999999999981,0.1,3558,12,2.281303258935531e-06,1.5008657899431794e-06,5.1928736238292054e-05,0.0004036353434868137,0.00023682468922175333,0.00010951673799844226,0.0247426418578918,19.645868465430016,0.0,1.1524462387863384e-06,0.0002194319016563051,0.00028641281102537164
1.019999999999998,0.1,3558,12,2.466556732432007e-06,1.615764703123397e-06,6.132492580008668e-05,0.00040052406941489563,0.00023590200168855895,0.0001087632144028655,0.023133866669348413,19.645868465430016,0.0,1.6641947615397845e-06,0.00022647391126064605,0.00029252094519449656
1.020999999999998,0.1,3558,12,2.648639892423439e-06,1.7296037868960532e-06,6.764927181995011e-05,0.0003955194922871839,0.00023381722975331288,0.00011449700015224608,0.020648518003324325,19.645868465430016,0.0,2.3430844466381192e-06,0.0002326684941610235,0.0002963140757863414
1.0219999999999978,0.1,3558,12,2.826464997524172e-06,1.8086870271093812e-06,7.443957593973385e-05,0.0003890539510580313,0.00023543003612129952,0.0001194423888725258,0.017859323390095987,19.645868465430016,0.0,3.2178956151955655e-06,0.0002370896245994253,0.0002979536514580161
1.0229999999999977,0.1,3558,12,2.9992116432164495e-06,1.9095930964050967e-06,8.162443159524605e-05,0.00038147409318871936,0.00023822420105733513,0.00014480381476207702,0.021746726598332915,19.645868465430016,0.0,4.318492319716659e-06,0.00023942650683774272,0.0002975870332733166
1.0239999999999976,0.1,3558,12,3.1664350922155327e-06,2.0109204171738865e-06,8.775317151995003e-05,0.00037309495923149965,0.00024443308826708836,0.00019041825653927304,0.024813438335903337,19.645868465430016,0.0,5.666478821745054e-06,0.00023975722278174875,0.0002953570512573833
1.0249999999999975,0.1,3558,12,3.327750296460955e-06,2.1446358601877455e-06,9.31978198865195e-05,0.0003641373868379371,0.000254975459210252,0.0002820917726355168,0.027083096361636545,19.645868465430016,0.0,7.278265571591215e-06,0.0002381720199363153,0.00029137423137015617
1.0259999999999974,0.1,3558,12,3.4827578017395445e-06,2.31836645991378e-06,9.714257899896672e-05,0.00035474772869375197,0.00026698549881552726,0.00034809088847147256,0.028590729685545834,19.645868465430016,0.056211354693648116,1.1206352427491528e-05,0.00023478001861846994,0.0002857278977934641
1.0269999999999972,0.1,3558,12,3.6309161881658695e-06,2.4328763244148307e-06,9.980146065531212e-05,0.0003450313246684865,0.00028046887936733977,0.000450464727286658,0.030713659523746793,19.645868465430016,0.11242270938729623,1.567063710674335e-05,0.0002297141925721255,0.00027850674642593276
1.0279999999999971,0.1,3558,12,3.7719402173305753e-06,2.6925618658712576e-06,0.00010415375343019505,0.00033503641224856133,0.00029523500667608165,0.0005304066946006691,0.0331329112766337,19.645868465430016,0.11242270938729623,1.992869454943871e-05,0.00022312223272857474,0.0002698024836007562
1.028999999999997,0.1,3558,12,3.905828999058838e-06,3.4718097822079687e-06,0.00010572948924062576,0.00032479257173375996,0.00030950268740441276,0.0006811075237403763,0.03494642187718601,19.645868465430016,0.11242270938729623,2.386437541729963e-05,0.00021517309603652678,0.00025973365656284386
1.029999999999997,0.1,3558,12,4.032473738011553e-06,4.423861030031698e-06,0.00010659331903217869,0.00031433435864636477,0.000321134190538905,0.0008527767050240365,0.03617685205563313,19.702079820123668,0.11242270938729623,2.7368749652491768e-05,0.00020605734652338404,0.0002484602516652501
1.0309999999999968,0.1,3558,12,4.15177943821074e-06,5.261944518036254e-06,0.00011006247615311793,0.00030370380559237466,0.00032976283241538146,0.0009868911509735476,0.03681601631600446,19.702079820123668,0.11242270938729623,3.0347865125685407e-05,0.00019598101626117906,0.0002361862094346634
1.0319999999999967,0.1,3558,12,4.263748915859273e-06,6.9527512841761046e-06,0.0001107676936416726,0.00029297739343374883,0.0003360249201812061,0.000997818367775505,0.036833832696971276,19.702079820123668,0.11242270938729623,3.272559519825452e-05,0.00018516657182790313,0.0002262213573835936
1.0329999999999966,0.1,3558,12,4.368489639644606e-06,8.378281899902544e-06,0.00011106089824865774,0.0002822697348963984,0.0003403041441828341,0.0012643679692308217,0.03619257832734608,19.702079820123668,0.11242270938729623,3.444670164246459e-05,0.00017384710164247618,0.0002172372216300289
1.0339999999999965,0.1,3558,12,4.4661727897671535e-06,1.038344727240153e-05,0.000109628575185718,0.00027172877491803664,0.0003430382388132253,0.001443917730954539,0.03486325959647048,19.702079820123668,0.11242270938729623,3.5478515712769494e-05,0.00016376632664005862,0.00020768818888328155
1.0349999999999964,0.1,3558,12,4.5569975062398855e-06,1.177657615807989e-05,0.00010579362621483698,0.0002615378971287431,0.0003445984799270954,0.0015142966020224877,0.03284038366385207,19.702079820123668,0.11242270938729623,3.5812033495881824e-05,0.0001532118339680094,0.0001978080488314049
1.0359999999999963,0.1,3558,12,4.64119476267619e-06,1.2854070240649422e-05,0.00010543604274380948,0.0002518995524593719,0.0003453592566068111,0.001575045772201496,0.030151993519565642,19.702079820123668,0.19673974142776843,3.7261893139611674e-05,0.0001423817055348146,0.00018786231774470252
1.0369999999999961,0.1,3558,12,4.719002099886922e-06,1.4784603495162587e-05,0.00010096086814722994,0.0002430188005685984,0.0003465691521013497,0.0017741512513641683,0.026863427147814492,19.702079820123668,0.19673974142776843,3.971973089123701e-05,0.00013154920715078487,0.0001781334911719057
1.037999999999996,0.1,3558,12,4.790598207941186e-06,1.705453597063203e-05,9.979664650615081e-05,0.0002350896739376752,0.00034729795980159166,0.0019321302119778626,0.02307463189061973,19.702079820123668,0.19673974142776843,4.180776125646852e-05,0.00012097723103383509,0.00016890804871749765
1.038999999999996,0.1,3558,12,4.8559160913085195e-06,1.9961582185334027e-05,9.48968712340349e-05,0.00022827537972933774,0.00034670782119729254,0.0020234176231521605,0.020303050747347708,19.702079820123668,0.2810567734682406,4.345687243462515e-05,0.00011053282337776064,0.00016045794174246453
1.0399999999999958,0.1,3558,12,4.915131644538575e-06,2.124593339678616e-05,9.142690704730748e-05,0.00022269636791694646,0.0003455507284545449,0.0020547884116953355,0.020679757290868964,19.702079820123668,0.2810567734682406,4.4609454870622755e-05,0.00010062139427600773,0.0001530257638151511
1.0409999999999957,0.1,3558,12,4.968268934290972e-06,2.4510943675994786e-05,8.831803615936479e-05,0.00021842415867506858,0.0003458511861388435,0.0021879786550900128,0.021917107334725402,19.702079820123668,0.2810567734682406,4.522120806267944e-05,9.448229051004055e-05,0.00014681183326814562
